id,PyEGo,DockerizeMe,pipreqs,PyEGo-s2,PyEGo-s3
702d05be879fa5a23d2b,√,×,×,√,×
9481236,×,×,×,×,×
10354951,×,×,×,×,×
bce94f1c37215f644e0c,×,×,×,×,×
7282822,√,×,×,√,×
1321295,×,×,√,×,×
3493579,×,×,×,×,×
7079332cab038da1394d,√,√,√,√,√
6754465,√,√,×,√,√
77a4640bb5fcd1e7f038,×,×,×,√,×
1068255,√,√,×,√,√
1262332,×,×,×,×,×
75483d51641a0c03bf7c,√,√,×,√,√
484009,×,×,×,×,×
083777cb1f8c9efe6418c75d18bdd32b,√,×,×,√,√
4156421,×,√,√,×,×
d44fde5d323473ce8be7,√,√,×,√,√
df0b30453338946e639449710862822d,√,√,×,√,√
1183767,√,√,×,√,√
2511428,×,×,×,×,×
fe4fd5f27a4811cb0187,√,√,×,√,√
7270594,√,×,√,√,√
6637377,×,×,×,×,×
6021768,×,×,×,×,×
de261e66949009f44ad2,√,×,×,√,×
268379,√,√,×,√,√
2636213,×,×,×,×,×
0efb90d998c59d5926ca7f4e79054361,×,×,×,×,×
43e20eda5eb5834b61bc06a4c1855b29,√,×,×,×,×
324968,×,×,×,×,×
6005981,×,×,×,×,×
5106221,√,×,×,√,√
20089f4abf9706d0cdc4,×,×,×,×,×
2f0a1118edb70de95f6859cfa979fad5,√,√,×,√,√
5690111,√,×,×,√,√
f4cc99efc90c487b6fed,×,×,×,×,×
a8121604385ce6da251d20d018f9a6d6,√,√,×,×,×
4b3c1a78b0104e52b2a1,×,×,×,×,×
1277655,×,×,×,×,×
5858518,×,×,×,×,×
3473799,×,×,×,×,×
3599025,√,×,×,√,√
5091345,√,√,×,√,√
5307284,√,√,×,√,√
899524,×,√,×,×,×
5604018,×,×,×,×,×
144747,√,√,×,√,√
1608287,×,×,×,×,×
1519543,×,×,×,×,×
b5d44b5c06172733d9edda4bcf9326b2,√,×,×,√,√
9c411d2b88eab4232cc66a9c7f6988fc,×,×,×,×,×
0b7e91487dcf10c0b8e8711eb6d73bc5,√,√,×,×,×
5473058,×,×,×,√,×
6da9a7c1e03912fde62e,×,×,√,×,×
630df68eb42d881755a3e30343252f74,×,×,×,×,×
d1899f011ae41b26fb6e,√,×,×,√,√
7870550,×,×,×,×,×
3750774,×,×,×,×,×
23703b934c442a54808e245d9418545a,×,×,×,×,×
790721,√,√,×,√,√
9b1e305543f6fcc9318a,√,√,×,√,√
4423605,×,√,×,×,×
3805436,×,×,×,×,×
4760272,√,√,×,√,√
1074202,×,×,×,×,×
9750796,×,√,×,×,×
#√,1334,888,297,1214,1216
